id,clase_construcion,clase_zonificacion,proximidad_calle,area_propiedad,acceso_carretera,acceso_callejon,forma_propiedad,nivelado_propiedad,tipo_servicios,tipo_solar,nivelado_solar,vecindarion,proximidad_ferrocarril,proximidad_ferrocarril2,tipo_propiedad,estilo_propiedad,calidad_material,condicion_general,anio_construcion,anio_remodelacion,tipo_techo,material_techo,cubierta_exterior,revestimiento_exterior,tipo_chapa,area_revestimiento,calidad_exterior,condicion_exterior,tipo_cimiento,calidad_sotano,condicion_sotano,exposicion_sotano,tipo_sotano1,area_asotano1,tipo_sotano2,area_sotano2,area_nosotano,area_sotano,tipo_calefacion,calidad_calefacion,tipo_aireAcond,tipo_electricidad,area_piso1,area_piso2,area_bajacalidad,area_habitableUp,n_baniosSotano,n_mitadBanioSotano,n_banios,n_medioBanio,BedroomAbvGr,KitchenAbvGr,calidad_cocina,n_habitacionesNoBanios,calificacion_domestica,n_chimeneas,calidad_chimeneas,tipo_garage,anio_garage,acabado_garage,area_garageCoches,area_garage,calidad_garage,condicion_garage,tipo_entrada,area_madera,area_porcheAbierto,area_porcheCerrado,area_tresEstaPorche,area_pantalla_porche,area_pisicina,calidad_piscina,calidad_cerca,caracteristicas_noCubiertas,valor_miscelanea,mes_vendido,anio_vendido,tipo_venta,condicion_venta,precio
48,NEWERSTYLES,VR,84.0,11096,P,,0,LVL,ALLPUB,INSIDE,0,Somerst,NORNAM,NORMAL,SD,OS,8,5,2006,2006,G,SS,VS,VINYLSD,N,0.0,GD,2,PC,4.0,3.0,3.0,6.0,24.0,1.0,0.0,1632.0,1656.0,GASA,4,1,SBRKR,1656,0,0,1656,0.0,0.0,2,0,3,1,GD,7,TYP,0,,ATTCH,2006.0,RFN,3.0,826.0,TA,TA,Y,0,146,0,0,0,0,,,,0,7,2007,WD,NORMAL,249700.0
49,CONVERSION,MD,33.0,4456,P,,0,LVL,ALLPUB,INSIDE,0,OldTown,NORNAM,NORMAL,TC,TS,4,5,1920,2008,G,SS,MS,METALSD,N,0.0,TA,2,BT,3.0,3.0,1.0,1.0,0.0,1.0,0.0,736.0,736.0,GASA,3,1,SBRKR,736,716,0,1452,0.0,0.0,2,0,2,3,TA,8,TYP,0,,,,,0.0,0.0,,,N,0,0,102,0,0,0,,,,0,6,2009,NEW,PARTIAL,113000.0
50,NEWERSTYLES,LD,66.0,7742,P,,0,LVL,ALLPUB,INSIDE,0,Sawyer,NORNAM,NORMAL,SD,OS,5,7,1966,1966,G,SS,HB,HDBOARD,N,0.0,TA,2,CB,3.0,3.0,1.0,4.0,763.0,1.0,0.0,192.0,955.0,GASA,4,1,SBRKR,955,0,0,955,1.0,0.0,1,0,3,1,TA,6,TYP,0,,ATTCH,1966.0,UNF,1.0,386.0,TA,TA,Y,0,0,0,0,0,0,,MNPRV,,0,1,2007,WD,NORMAL,127000.0
51,NEWER,LD,,13869,P,,2,LVL,ALLPUB,CORNER,0,Gilbert,NORNAM,NORMAL,SD,TS,6,6,1997,1997,G,SS,VS,VINYLSD,N,0.0,TA,2,PC,4.0,3.0,3.0,6.0,182.0,1.0,0.0,612.0,794.0,GASA,3,1,SBRKR,794,676,0,1470,0.0,1.0,2,0,3,1,TA,6,TYP,0,,ATTCH,1997.0,FIN,2.0,388.0,TA,TA,Y,0,75,0,0,0,0,,,,0,7,2007,WD,NORMAL,177000.0
52,FINISHEDAGES,MD,52.0,6240,P,,0,LVL,ALLPUB,INSIDE,0,BrkSide,NORNAM,NORMAL,SD,OHF,6,6,1934,1950,G,SS,WS,WDSDNG,N,0.0,TA,2,PC,3.0,3.0,1.0,1.0,0.0,1.0,0.0,816.0,816.0,GASA,2,1,SBRKR,816,0,360,1176,0.0,0.0,1,0,3,1,TA,6,TYP,1,GD,DETCH,1985.0,UNF,2.0,528.0,TA,TA,Y,112,0,0,0,0,0,,MNPRV,SHED,400,9,2006,WD,NORMAL,114500.0
53,DUPLEX,MD,110.0,8472,G,,2,BNK,ALLPUB,CORNER,1,IDOTRR,RRNN,NORMAL,D,OS,5,5,1963,1963,G,SS,WS,WDSDNG,N,0.0,FA,2,CB,4.0,3.0,4.0,2.0,104.0,6.0,712.0,0.0,816.0,GASA,2,0,SBRKR,816,0,0,816,1.0,0.0,1,0,2,1,TA,5,TYP,0,,CARP,1963.0,UNF,2.0,516.0,TA,TA,Y,106,0,0,0,0,0,,,,0,5,2010,WD,NORMAL,110000.0
54,NEWERSTYLES,LD,68.0,50271,P,,1,LOW,ALLPUB,INSIDE,0,Veenker,NORNAM,NORMAL,SD,OS,9,5,1981,1987,G,WS,WSH,WDSHING,N,0.0,GD,2,CB,5.0,3.0,4.0,6.0,1810.0,1.0,0.0,32.0,1842.0,GASA,3,1,SBRKR,1842,0,0,1842,2.0,0.0,0,1,0,1,GD,5,TYP,1,GD,ATTCH,1981.0,FIN,3.0,894.0,TA,TA,Y,857,72,0,0,0,0,,,,0,11,2006,WD,NORMAL,385000.0
55,MULTILEVEL,LD,60.0,7134,P,,0,BNK,ALLPUB,INSIDE,1,NAmes,NORNAM,NORMAL,SD,SL,5,5,1955,1955,G,SS,MS,METALSD,N,0.0,TA,2,CB,3.0,3.0,1.0,5.0,384.0,1.0,0.0,0.0,384.0,GASA,2,1,SBRKR,1360,0,0,1360,0.0,0.0,1,0,3,1,TA,6,MIN,1,TA,DETCH,1962.0,UNF,2.0,572.0,TA,TA,Y,0,50,0,0,0,0,,MNPRV,,0,2,2007,WD,NORMAL,130000.0
56,NEWERSTYLES,LD,100.0,10175,P,,1,LVL,ALLPUB,INSIDE,0,NAmes,NORNAM,NORMAL,SD,OS,6,5,1964,1964,G,SS,HB,PLYWOOD,BF,272.0,TA,2,CB,3.0,3.0,1.0,4.0,490.0,1.0,0.0,935.0,1425.0,GASA,3,1,SBRKR,1425,0,0,1425,0.0,0.0,2,0,3,1,TA,7,TYP,1,GD,ATTCH,1964.0,RFN,2.0,576.0,TA,TA,Y,0,0,0,407,0,0,,,,0,7,2008,WD,NORMAL,180500.0
57,PUDNEWER,VR,24.0,2645,P,P,0,LVL,ALLPUB,INSIDE,0,Somerst,NORNAM,NORMAL,TIU,TS,8,5,1999,2000,G,SS,MS,METALSD,BF,456.0,GD,2,PC,4.0,3.0,1.0,6.0,649.0,1.0,0.0,321.0,970.0,GASA,4,1,SBRKR,983,756,0,1739,1.0,0.0,2,1,3,1,GD,7,TYP,0,,ATTCH,1999.0,FIN,2.0,480.0,TA,TA,Y,115,0,0,0,0,0,,,,0,8,2009,WD,ABNORMAL,172500.0
58,NEWER,LD,89.0,11645,P,,1,LVL,ALLPUB,CORNER,0,CollgCr,NORNAM,NORMAL,SD,TS,7,5,2004,2004,G,SS,VS,VINYLSD,N,0.0,GD,2,PC,4.0,3.0,1.0,1.0,0.0,1.0,0.0,860.0,860.0,GASA,4,1,SBRKR,860,860,0,1720,0.0,0.0,2,1,3,1,GD,7,TYP,0,,ATTCH,2004.0,RFN,2.0,565.0,TA,TA,Y,0,70,0,0,0,0,,,,0,8,2006,WD,NORMAL,196500.0
59,NEWER,LD,66.0,13682,P,,2,HLS,ALLPUB,CULDSAC,0,StoneBr,NORNAM,NORMAL,SD,TS,10,5,2006,2006,H,SS,VS,VINYLSD,BF,1031.0,EX,2,PC,5.0,3.0,4.0,1.0,0.0,1.0,0.0,1410.0,1410.0,GASA,4,1,SBRKR,1426,1519,0,2945,0.0,0.0,3,1,3,1,GD,10,TYP,1,GD,BUIN,2006.0,FIN,3.0,641.0,TA,TA,Y,192,0,37,0,0,0,,,,0,10,2006,NEW,PARTIAL,438780.0
60,NEWERSTYLES,LD,60.0,7200,P,,0,BNK,ALLPUB,INSIDE,0,CollgCr,NORNAM,NORMAL,SD,OS,5,7,1972,1972,G,SS,HB,HDBOARD,N,0.0,TA,2,CB,3.0,3.0,3.0,5.0,632.0,1.0,0.0,148.0,780.0,GASA,4,1,SBRKR,780,0,0,780,0.0,0.0,1,0,2,1,TA,4,TYP,0,,DETCH,1973.0,UNF,1.0,352.0,TA,TA,Y,196,0,0,0,0,0,,MNPRV,,0,1,2008,WD,NORMAL,124900.0
61,NEWERSTYLES,LD,63.0,13072,P,,0,LVL,ALLPUB,INSIDE,0,SawyerW,RRAE,NORMAL,SD,OS,6,5,2004,2004,G,SS,VS,VINYLSD,N,0.0,TA,2,PC,4.0,3.0,1.0,5.0,941.0,1.0,0.0,217.0,1158.0,GASA,4,1,SBRKR,1158,0,0,1158,1.0,0.0,1,1,3,1,GD,5,TYP,0,,DETCH,2006.0,UNF,2.0,576.0,TA,TA,Y,0,50,0,0,0,0,,,,0,5,2006,NEW,PARTIAL,158000.0
62,STORYAGES,MD,60.0,7200,P,,0,LVL,ALLPUB,INSIDE,0,IDOTRR,NORNAM,NORMAL,SD,THU,5,7,1920,1996,G,SS,MS,METALSD,N,0.0,TA,2,BT,3.0,2.0,1.0,1.0,0.0,1.0,0.0,530.0,530.0,GASA,2,0,SBRKR,581,530,0,1111,0.0,0.0,1,0,3,1,FA,6,TYP,0,,DETCH,1935.0,UNF,1.0,288.0,TA,TA,N,0,0,144,0,0,0,,,,0,3,2007,WD,NORMAL,101000.0
63,PUD,LD,44.0,6442,P,,1,LVL,ALLPUB,INSIDE,0,NridgHt,NORNAM,NORMAL,TEU,OS,8,5,2006,2006,G,SS,VS,VINYLSD,S,178.0,GD,2,PC,4.0,4.0,2.0,6.0,24.0,1.0,0.0,1346.0,1370.0,GASA,4,1,SBRKR,1370,0,0,1370,0.0,0.0,2,0,2,1,GD,6,TYP,1,GD,ATTCH,2006.0,RFN,2.0,484.0,TA,TA,Y,120,49,0,0,0,0,,,,0,10,2007,WD,NORMAL,202500.0
64,OLDER,MD,50.0,10300,P,,1,BNK,ALLPUB,INSIDE,0,OldTown,RRAN,FEEDR,SD,TS,7,6,1921,1950,G,SS,STC,STUCCO,N,0.0,TA,2,BT,3.0,3.0,1.0,1.0,0.0,1.0,0.0,576.0,576.0,GASA,3,1,SBRKR,902,808,0,1710,0.0,0.0,2,0,3,1,TA,9,TYP,0,,DETCH,1990.0,UNF,2.0,480.0,TA,TA,Y,12,11,64,0,0,0,,GDPRV,,0,4,2010,WD,NORMAL,140000.0
65,NEWER,LD,,9375,P,,0,LVL,ALLPUB,INSIDE,0,CollgCr,NORNAM,NORMAL,SD,TS,7,5,1997,1998,G,SS,VS,VINYLSD,BF,573.0,TA,2,PC,4.0,3.0,1.0,6.0,739.0,1.0,0.0,318.0,1057.0,GASA,4,1,SBRKR,1057,977,0,2034,1.0,0.0,2,1,3,1,GD,8,TYP,0,,ATTCH,1998.0,RFN,2.0,645.0,TA,TA,Y,576,36,0,0,0,0,,GDPRV,,0,2,2009,WD,NORMAL,219500.0
66,NEWER,LD,76.0,9591,P,,0,LVL,ALLPUB,INSIDE,0,NridgHt,NORNAM,NORMAL,SD,TS,8,5,2004,2005,G,SS,VS,VINYLSD,BF,344.0,GD,2,PC,5.0,3.0,3.0,1.0,0.0,1.0,0.0,1143.0,1143.0,GASA,4,1,SBRKR,1143,1330,0,2473,0.0,0.0,2,1,4,1,GD,9,TYP,1,GD,BUIN,2004.0,RFN,3.0,852.0,TA,TA,Y,192,151,0,0,0,0,,,,0,10,2007,WD,NORMAL,317000.0
67,NEWERSTYLES,LD,,19900,P,,0,LVL,ALLPUB,INSIDE,0,NAmes,POSA,NORMAL,SD,OS,7,5,1970,1989,G,SS,PW,PLYWOOD,BF,287.0,TA,2,CB,4.0,3.0,4.0,6.0,912.0,1.0,0.0,1035.0,1947.0,GASA,2,1,SBRKR,2207,0,0,2207,1.0,0.0,2,0,3,1,TA,7,MIN,1,GD,ATTCH,1970.0,RFN,2.0,576.0,TA,TA,Y,301,0,0,0,0,0,,,,0,7,2010,WD,NORMAL,180000.0
68,NEWERSTYLES,LD,72.0,10665,P,,1,LVL,ALLPUB,INSIDE,0,CollgCr,NORNAM,NORMAL,SD,OS,7,5,2003,2003,G,SS,VS,VINYLSD,BF,167.0,GD,2,PC,4.0,3.0,3.0,6.0,1013.0,1.0,0.0,440.0,1453.0,GASA,4,1,SBRKR,1479,0,0,1479,1.0,0.0,2,0,3,1,GD,7,TYP,0,,ATTCH,2003.0,RFN,2.0,558.0,TA,TA,Y,144,29,0,0,0,0,,,,0,6,2007,WD,NORMAL,226000.0
69,OLDER,MD,47.0,4608,P,,0,LVL,ALLPUB,CORNER,0,OldTown,ARTERY,NORMAL,SD,OS,4,6,1945,1950,G,SS,MS,METALSD,N,0.0,TA,3,CB,3.0,3.0,1.0,1.0,0.0,1.0,0.0,747.0,747.0,GASA,2,1,SBRKR,747,0,0,747,0.0,0.0,1,0,2,1,TA,4,TYP,0,,ATTCH,1945.0,UNF,1.0,220.0,TA,TA,Y,0,0,0,0,0,0,,,,0,6,2010,WD,NORMAL,80000.0
70,FINISHEDAGES,LD,81.0,15593,P,,0,LVL,ALLPUB,CORNER,0,ClearCr,NORNAM,NORMAL,SD,OHF,7,4,1953,1953,G,SS,BF,ASBSHNG,N,0.0,GD,2,CB,3.0,3.0,1.0,4.0,603.0,1.0,0.0,701.0,1304.0,GASW,2,1,SBRKR,1304,983,0,2287,0.0,0.0,2,0,3,1,TA,7,TYP,1,TA,ATTCH,1953.0,FIN,2.0,667.0,TA,TA,Y,0,21,114,0,0,0,,,,0,7,2006,WD,NORMAL,225000.0
71,NEWERSTYLES,LD,95.0,13651,P,,1,LVL,ALLPUB,INSIDE,0,NAmes,NORNAM,NORMAL,SD,OS,7,6,1973,1973,G,SS,PW,PLYWOOD,BF,1115.0,TA,3,CB,4.0,3.0,4.0,5.0,1880.0,1.0,0.0,343.0,2223.0,GASA,4,1,SBRKR,2223,0,0,2223,1.0,0.0,2,0,3,1,TA,8,TYP,2,GD,ATTCH,1973.0,FIN,2.0,516.0,TA,TA,Y,300,0,0,0,0,0,,,,0,2,2007,WD,NORMAL,244000.0
72,NEWERSTYLES,LD,69.0,7599,P,,0,LVL,ALLPUB,CORNER,0,Mitchel,NORNAM,NORMAL,SD,OS,4,6,1982,2006,G,SS,HB,PLYWOOD,N,0.0,TA,2,CB,3.0,3.0,1.0,5.0,565.0,1.0,0.0,280.0,845.0,GASA,2,1,SBRKR,845,0,0,845,1.0,0.0,1,0,2,1,TA,4,TYP,0,,DETCH,1987.0,UNF,2.0,360.0,TA,TA,Y,0,0,0,0,0,0,,,,0,6,2007,WD,NORMAL,129500.0
73,NEWER,LD,74.0,10141,P,,1,LVL,ALLPUB,CORNER,0,Gilbert,NORNAM,NORMAL,SD,TS,7,5,1998,1998,G,SS,VS,VINYLSD,BF,40.0,TA,2,PC,4.0,3.0,1.0,1.0,0.0,1.0,0.0,832.0,832.0,GASA,3,1,SBRKR,885,833,0,1718,0.0,0.0,2,1,3,1,TA,7,TYP,1,TA,ATTCH,1998.0,FIN,2.0,427.0,TA,TA,Y,0,94,0,0,291,0,,,,0,12,2009,WD,NORMAL,185000.0
74,NEWERSTYLES,LD,85.0,10200,P,,0,LVL,ALLPUB,INSIDE,0,NAmes,NORNAM,NORMAL,SD,OS,5,7,1954,2003,G,SS,WS,WDSDNG,BF,104.0,TA,2,CB,3.0,3.0,1.0,5.0,320.0,4.0,362.0,404.0,1086.0,GASA,3,1,SBRKR,1086,0,0,1086,1.0,0.0,1,0,3,1,TA,6,TYP,0,,ATTCH,1989.0,UNF,2.0,490.0,TA,TA,Y,0,0,0,0,0,0,,GDWO,,0,5,2010,WD,NORMAL,144900.0
75,FINISHEDAGES,MD,60.0,5790,P,,0,LVL,ALLPUB,CORNER,0,OldTown,NORNAM,NORMAL,SD,TS,3,6,1915,1950,GB,SS,VS,VINYLSD,N,0.0,GD,3,CB,2.0,3.0,1.0,1.0,0.0,1.0,0.0,840.0,840.0,GASA,3,0,SBRKR,840,765,0,1605,0.0,0.0,2,0,3,2,TA,8,TYP,0,,DETCH,1915.0,UNF,1.0,379.0,TA,TA,Y,0,0,202,0,0,0,,,,0,5,2010,WD,NORMAL,107400.0
76,MULTIINCL,MD,21.0,1596,P,,0,LVL,ALLPUB,INSIDE,0,MeadowV,NORNAM,NORMAL,TIU,SL,4,5,1973,1973,G,SS,CB,CEMNTBD,N,0.0,TA,2,CB,4.0,3.0,4.0,6.0,462.0,1.0,0.0,0.0,462.0,GASA,2,1,SBRKR,526,462,0,988,1.0,0.0,1,0,2,1,TA,5,TYP,0,,BUIN,1973.0,UNF,1.0,297.0,TA,TA,Y,120,101,0,0,0,0,,GDWO,,0,11,2009,WD,NORMAL,91000.0
77,NEWERSTYLES,LD,,8475,P,,1,LVL,ALLPUB,INSIDE,0,NAmes,NORNAM,NORMAL,SD,OS,4,7,1956,1956,G,SS,VS,VINYLSD,N,0.0,TA,2,CB,3.0,3.0,1.0,5.0,228.0,1.0,0.0,724.0,952.0,GASA,4,1,FUSEA,952,0,0,952,0.0,0.0,1,0,2,1,TA,4,TYP,0,,DETCH,1956.0,UNF,1.0,283.0,TA,TA,Y,0,0,0,0,0,0,,,,0,4,2008,WD,NORMAL,135750.0
78,FINISHEDAGES,MD,50.0,8635,P,,0,LVL,ALLPUB,INSIDE,0,BrkSide,NORNAM,NORMAL,SD,OHF,5,5,1948,2001,G,SS,WS,WDSDNG,N,0.0,TA,2,CB,3.0,3.0,1.0,4.0,336.0,6.0,41.0,295.0,672.0,GASA,2,1,SBRKR,1072,213,0,1285,1.0,0.0,1,0,2,1,TA,6,MIN,0,,DETCH,1948.0,UNF,1.0,240.0,TA,TA,Y,0,0,0,0,0,0,,MNPRV,,0,1,2008,WD,NORMAL,127000.0
79,DUPLEX,LD,72.0,10778,P,,0,LVL,ALLPUB,INSIDE,0,Sawyer,NORNAM,NORMAL,D,OS,4,5,1968,1968,H,SS,HB,HDBOARD,N,0.0,TA,2,CB,3.0,3.0,1.0,1.0,0.0,1.0,0.0,1768.0,1768.0,GASA,2,0,SBRKR,1768,0,0,1768,0.0,0.0,2,0,4,2,TA,8,TYP,0,,,,,0.0,0.0,,,Y,0,0,0,0,0,0,,,,0,4,2010,WD,NORMAL,136500.0
80,FINISHEDAGES,MD,60.0,10440,P,G,0,LVL,ALLPUB,CORNER,0,OldTown,NORNAM,NORMAL,SD,TS,5,6,1910,1981,G,SS,WS,WDSDNG,N,0.0,TA,2,PC,3.0,3.0,1.0,1.0,0.0,1.0,0.0,440.0,440.0,GASA,3,1,SBRKR,682,548,0,1230,0.0,0.0,1,1,2,1,TA,5,TYP,0,,DETCH,1966.0,UNF,2.0,440.0,TA,TA,Y,74,0,128,0,0,0,,MNPRV,,0,5,2009,WD,NORMAL,110000.0
81,NEWER,LD,100.0,13000,P,,0,LVL,ALLPUB,CORNER,0,NAmes,NORNAM,NORMAL,SD,TS,6,6,1968,1968,G,SS,VS,VINYLSD,BF,576.0,TA,3,CB,4.0,3.0,1.0,3.0,448.0,1.0,0.0,448.0,896.0,GASA,2,1,SBRKR,1182,960,0,2142,0.0,0.0,2,1,4,1,GD,8,TYP,1,GD,ATTCH,1968.0,FIN,1.0,509.0,TA,TA,Y,0,72,0,0,252,0,,,,0,6,2009,WD,NORMAL,193500.0
82,PUD,MD,32.0,4500,P,,0,LVL,ALLPUB,FR,0,Mitchel,NORNAM,NORMAL,TEU,OS,6,5,1998,1998,H,SS,VS,VINYLSD,BF,443.0,TA,3,PC,5.0,4.0,1.0,6.0,1201.0,1.0,0.0,36.0,1237.0,GASA,4,1,SBRKR,1337,0,0,1337,1.0,0.0,2,0,2,1,TA,5,TYP,0,,ATTCH,1998.0,FIN,2.0,405.0,TA,TA,Y,0,199,0,0,0,0,,,,0,3,2006,WD,NORMAL,153500.0
83,NEWERSTYLES,LD,78.0,10206,P,,0,LVL,ALLPUB,INSIDE,0,Somerst,NORNAM,NORMAL,SD,OS,8,5,2007,2007,G,SS,VS,VINYLSD,S,468.0,TA,2,PC,4.0,3.0,1.0,6.0,33.0,1.0,0.0,1530.0,1563.0,GASA,4,1,SBRKR,1563,0,0,1563,0.0,0.0,2,0,3,1,GD,6,TYP,1,GD,ATTCH,2007.0,RFN,3.0,758.0,TA,TA,Y,144,99,0,0,0,0,,,,0,10,2008,WD,NORMAL,245000.0
84,NEWERSTYLES,LD,80.0,8892,P,,1,LVL,ALLPUB,INSIDE,0,NAmes,NORNAM,NORMAL,SD,OS,5,5,1960,1960,G,SS,MS,METALSD,BC,66.0,TA,2,CB,3.0,3.0,1.0,1.0,0.0,1.0,0.0,1065.0,1065.0,GASA,3,1,SBRKR,1065,0,0,1065,0.0,0.0,1,1,3,1,TA,6,TYP,0,,DETCH,1974.0,UNF,2.0,461.0,TA,TA,Y,74,0,0,0,0,0,,,,0,7,2007,COD,NORMAL,126500.0
85,MULTILEVEL,LD,,8530,P,,1,LVL,ALLPUB,INSIDE,0,Gilbert,NORNAM,NORMAL,SD,SL,7,5,1995,1996,G,SS,HB,HDBOARD,BF,22.0,TA,2,PC,4.0,3.0,1.0,1.0,0.0,1.0,0.0,384.0,384.0,GASA,3,1,SBRKR,804,670,0,1474,0.0,0.0,2,1,3,1,TA,7,TYP,1,TA,BUIN,1995.0,FIN,2.0,400.0,TA,TA,Y,120,72,0,0,0,0,,,SHED,700,5,2009,WD,NORMAL,168500.0
86,NEWER,LD,121.0,16059,P,,0,LVL,ALLPUB,CORNER,0,NoRidge,NORNAM,NORMAL,SD,TS,8,5,1991,1992,H,SS,HB,HDBOARD,BF,284.0,GD,2,CB,4.0,3.0,1.0,1.0,0.0,1.0,0.0,1288.0,1288.0,GASA,4,1,SBRKR,1301,1116,0,2417,0.0,0.0,2,1,4,1,GD,9,TYP,1,TA,ATTCH,1991.0,UNF,2.0,462.0,TA,TA,Y,127,82,0,0,0,0,,,,0,4,2006,WD,NORMAL,260000.0
87,NEWER,LD,122.0,11911,P,,2,LVL,ALLPUB,INSIDE,0,Gilbert,NORNAM,NORMAL,SD,TS,6,5,2005,2005,G,SS,VS,VINYLSD,N,0.0,GD,2,PC,4.0,3.0,3.0,1.0,0.0,1.0,0.0,684.0,684.0,GASA,4,1,SBRKR,684,876,0,1560,0.0,0.0,2,1,3,1,GD,6,TYP,1,GD,BUIN,2005.0,FIN,2.0,400.0,TA,TA,Y,100,38,0,0,0,0,,,,0,3,2009,WD,NORMAL,174000.0
88,PUDNEWER,VR,40.0,3951,P,P,0,LVL,ALLPUB,CORNER,0,Somerst,NORNAM,NORMAL,TEU,TS,6,5,2009,2009,G,SS,VS,VINYLSD,S,76.0,GD,2,PC,4.0,3.0,3.0,1.0,0.0,1.0,0.0,612.0,612.0,GASA,4,1,SBRKR,612,612,0,1224,0.0,0.0,2,1,2,1,GD,4,TYP,0,,DETCH,2009.0,RFN,2.0,528.0,TA,TA,Y,0,234,0,0,0,0,,,,0,6,2009,NEW,PARTIAL,164500.0
89,FINISHEDAGES,C,105.0,8470,P,,1,LVL,ALLPUB,CORNER,0,IDOTRR,FEEDR,FEEDR,SD,OHF,3,2,1915,1982,H,SS,PW,PLYWOOD,N,0.0,FA,1,CB,3.0,2.0,1.0,1.0,0.0,1.0,0.0,1013.0,1013.0,GASA,2,0,SBRKR,1013,0,513,1526,0.0,0.0,1,0,2,1,FA,6,TYP,0,,,,,0.0,0.0,,,N,0,0,156,0,0,0,,MNPRV,,0,10,2009,CONLD,ABNORMAL,85000.0
90,NEWERSTYLES,LD,60.0,8070,P,,0,LVL,ALLPUB,INSIDE,0,CollgCr,NORNAM,NORMAL,SD,OS,4,5,1994,1995,G,SS,VS,VINYLSD,N,0.0,TA,2,PC,4.0,3.0,1.0,6.0,588.0,1.0,0.0,402.0,990.0,GASA,4,1,SBRKR,990,0,0,990,1.0,0.0,1,0,3,1,TA,5,TYP,0,,,,,0.0,0.0,,,Y,0,0,0,0,0,0,,,,0,8,2007,WD,NORMAL,123600.0
91,NEWERSTYLES,LD,60.0,7200,P,,0,LVL,ALLPUB,INSIDE,0,NAmes,NORNAM,NORMAL,SD,OS,4,5,1950,1950,G,SS,BF,WDSDNG,N,0.0,TA,2,S,,,,,0.0,,0.0,0.0,0.0,GASA,2,1,FUSEA,1040,0,0,1040,0.0,0.0,1,0,2,1,TA,4,TYP,0,,DETCH,1950.0,UNF,2.0,420.0,TA,TA,Y,0,29,0,0,0,0,,,,0,7,2006,WD,NORMAL,109900.0
92,NEWERSTYLES,LD,85.0,8500,P,,0,LVL,ALLPUB,INSIDE,0,NAmes,NORNAM,NORMAL,SD,OS,5,3,1961,1961,H,SS,HB,HDBOARD,BC,203.0,TA,2,CB,3.0,3.0,1.0,3.0,600.0,1.0,0.0,635.0,1235.0,GASA,2,1,SBRKR,1235,0,0,1235,0.0,0.0,1,0,2,1,TA,6,TYP,0,,ATTCH,1961.0,UNF,2.0,480.0,TA,TA,Y,0,0,0,0,0,0,,GDWO,,0,12,2006,WD,ABNORMAL,98600.0
93,OLDER,LD,80.0,13360,P,G,1,HLS,ALLPUB,INSIDE,0,Crawfor,NORNAM,NORMAL,SD,OS,5,7,1921,2006,G,SS,WS,WDSDNG,N,0.0,TA,3,BT,4.0,3.0,1.0,5.0,713.0,1.0,0.0,163.0,876.0,GASA,4,1,SBRKR,964,0,0,964,1.0,0.0,1,0,2,1,TA,5,TYP,0,,DETCH,1921.0,UNF,2.0,432.0,TA,TA,Y,0,0,44,0,0,0,,,,0,8,2009,WD,NORMAL,163500.0
94,CONVERSION,C,60.0,7200,P,,0,LVL,ALLPUB,CORNER,0,OldTown,NORNAM,NORMAL,TC,THU,6,6,1910,1998,H,SS,MS,METALSD,N,0.0,TA,2,BT,3.0,2.0,2.0,3.0,1046.0,1.0,0.0,168.0,1214.0,GASW,4,0,SBRKR,1260,1031,0,2291,0.0,1.0,2,0,4,2,TA,9,TYP,1,GD,DETCH,1900.0,UNF,2.0,506.0,TA,TA,Y,0,0,0,0,99,0,,,,0,11,2007,WD,NORMAL,133900.0
95,NEWER,LD,69.0,9337,P,,1,LVL,ALLPUB,INSIDE,0,CollgCr,NORNAM,NORMAL,SD,TS,6,5,1997,1997,G,SS,VS,VINYLSD,N,0.0,TA,3,PC,4.0,3.0,1.0,6.0,648.0,1.0,0.0,176.0,824.0,GASA,4,1,SBRKR,905,881,0,1786,1.0,0.0,2,1,3,1,GD,7,TYP,0,,ATTCH,1997.0,RFN,2.0,684.0,TA,TA,Y,0,162,0,0,0,0,,,,0,5,2007,WD,NORMAL,204750.0
96,NEWER,LD,,9765,P,,2,LVL,ALLPUB,CORNER,0,Gilbert,NORNAM,NORMAL,SD,TS,6,8,1993,1993,G,SS,VS,VINYLSD,BF,68.0,EX,3,PC,4.0,4.0,1.0,5.0,310.0,1.0,0.0,370.0,680.0,GASA,3,1,SBRKR,680,790,0,1470,0.0,0.0,2,1,3,1,TA,6,TYP,1,TA,BUIN,1993.0,FIN,2.0,420.0,TA,TA,Y,232,63,0,0,0,0,,,SHED,480,4,2009,WD,NORMAL,185000.0
97,NEWERSTYLES,LD,78.0,10264,P,,1,LVL,ALLPUB,INSIDE,0,CollgCr,NORNAM,NORMAL,SD,OS,7,5,1999,1999,G,SS,VS,VINYLSD,BF,183.0,GD,2,PC,4.0,3.0,3.0,5.0,1162.0,1.0,0.0,426.0,1588.0,GASA,4,1,SBRKR,1588,0,0,1588,0.0,0.0,2,0,3,1,GD,6,TYP,0,,ATTCH,1999.0,RFN,2.0,472.0,TA,TA,Y,158,29,0,0,0,0,,,,0,8,2006,WD,NORMAL,214000.0
